"collection_id"	"leap01_id"	"dataset_id"	"subjectkey"	"src_subject_id"	"interview_age"	"interview_date"	"sex"	"lan_know"	"lan11"	"lan12"	"lan13"	"lan14"	"lan15"	"lan21"	"lan22"	"lan23"	"lan24"	"lan25"	"lan31"	"lan32"	"lan33"	"lan34"	"lan35"	"lan3err"	"lan41"	"lan42"	"lan43"	"lan44"	"lan45"	"lan4err"	"lan511"	"lan512"	"lan513"	"lan514"	"lan521"	"lan522"	"lan523"	"lan524"	"lan531"	"lan532"	"lan533"	"lan534"	"lan541"	"lan542"	"lan543"	"lan544"	"lan_541"	"lan_542"	"lan_543"	"lan_544"	"lan611"	"lan612"	"lan613"	"lan621"	"lan622"	"lan623"	"lan631"	"lan632"	"lan633"	"lan641"	"lan642"	"lan643"	"lan_641"	"lan_642"	"lan_643"	"lan71"	"lan72"	"lan73"	"lan74"	"lan75"	"lan81"	"lan82"	"lan83"	"lan84"	"lan85"	"lan_1"	"lan_2"	"lan_3"	"lan_4"	"lan_5"	"lan_6"	"lan_7"	"lan_8"	"lan_9"	"lan_10"	"lan_11"	"lan_12"	"lan_13"	"lan_14"	"lan_15"	"lan_16"	"educat"	"lan_18"	"demo_edu_other"	"lan_20"	"lan_21"	"lan_22"	"lan_23"	"lan_24"	"lan_25"	"lan_26"	"lan_27"	"lan_28"	"lan_29"	"lan_30"	"lan_31"	"lan_32"	"lan_33"	"lan_34"	"lan_35"	"lan_36"	"lan_37"	"lan_38"	"lan_39"	"lan_40"	"lan_41"	"lan_42"	"lan_43"	"lan_44"	"lan_45"	"lan_46"	"lan_47"	"lan_48"	"lan_49"	"lan_50"	"lan_51"	"lan_52"	"lan_53"	"lan_54"	"lan_55"	"lan_56"	"lan_57"	"lan_58"	"lan_59"	"lan_60"	"lan_61"	"lan_62"	"lan_63"	"lan_64"	"lan_65"	"lan_66"	"lan_67"	"lan_68"	"lan_69"	"lan_70"	"lan_71"	"lan_72"	"lan_73"	"lan_74"	"lan_75"	"lan_76"	"lan_77"	"lan_78"	"lan_79"	"lan_80"	"lan_81"	"lan_82"	"lan_83"	"lan_84"	"lan_85"	"lan_86"	"lan_87"	"lan_88"	"lan_89"	"lan_90"	"lan_91"	"lan_92"	"lan_93"	"lan_94"	"lan_95"	"lan_96"	"lan_97"	"lan_98"	"lan_99"	"lan_100"	"lan_101"	"lan_102"	"lan_103"	"lan_104"	"lan_105"	"lan_106"	"lan_107"	"lan_108"	"lan_109"	"lan_110"	"lan_111"	"lan_112"	"lan_113"	"lan_114"	"lan_115"	"lan_116"	"lan_117"	"lan_118"	"lan_119"	"lan_120"	"lan_121"	"lan_122"	"lan_123"	"lan_124"	"lan_125"	"lan_126"	"lan_127"	"lan_128"	"lan_129"	"lan_130"	"lan_131"	"lan_132"	"lan_133"	"comqother"	"collection_title"
"2847"	"14634"	"37672"	"NDAR_INVMU770NLY"	"HCA7256070"	"758"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14639"	"37672"	"NDAR_INVLP366NYF"	"HCA7996616"	"681"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14773"	"37672"	"NDAR_INVFL472XJP"	"HCA6108050"	"659"	"07/01/2018"	"M"	"2"	"English"	"Lakota"	""	""	""	"Lakota"	"English"	""	""	""	"55"	"45"	""	""	""	"100"	"0"	"100"	""	""	""	"100"	"11.0"	"12.0"	"13.0"	"13.0"	"0.0"	"0.0"	"0.0"	"4.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"10"	"10"	"10"	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""	""	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14777"	"37672"	"NDAR_INVXY383CHY"	"HCA6947294"	"458"	"10/01/2018"	"M"	"2"	"English"	"Spanish"	""	""	""	"Spanish"	"English"	""	""	""	"90"	"10"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"5.0"	"5.0"	"5.0"	"7.0"	"0.0"	"2.0"	"10.0"	"10.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"9"	"10"	"9"	""	""	""	""	""	""	""	""	""	"0"	"2"	""	""	""	"0"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14801"	"37672"	"NDAR_INVPZ730EKX"	"HCA6950586"	"1012"	"07/01/2019"	"M"	"2"	"English"	"Sapnish"	""	""	""	"English"	"Spanish"	""	""	""	"90"	"10"	""	""	""	"100"	"95"	"5"	""	""	""	"100"	"1.0"	"3.0"	"5.0"	"6.0"	"13.0"	"25.0"	"13.0"	"999.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"4"	"4"	"1"	""	""	""	""	""	""	""	""	""	"0"	"7"	""	""	""	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14835"	"37672"	"NDAR_INVVN700CTE"	"HCA7025253"	"618"	"04/01/2019"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14196"	"37672"	"NDAR_INVZP409FW6"	"HCA6599803"	"796"	"07/01/2017"	"F"	"2"	"English"	"French"	""	""	""	"English"	"French"	""	""	""	"95"	"5"	""	""	""	"100"	"100"	"0"	""	""	""	"100"	"1.0"	"8.0"	"3.0"	"5.0"	"15.0"	"24.0"	"15.0"	"999.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"6"	"7"	"5"	""	""	""	""	""	""	""	""	""	"0"	"3"	""	""	""	"0"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14250"	"37672"	"NDAR_INVZC162XG8"	"HCA8580690"	"581"	"01/01/2018"	"F"	"2"	"Spanish"	"English"	""	""	""	"Spanish"	"English"	""	""	""	"40"	"60"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"2.0"	"2.0"	"6.0"	"6.0"	"8.0"	"10.0"	"8.0"	"10.0"	""	""	""	""	""	""	""	""	""	""	""	""	"8"	"8"	"8"	"7"	"7"	"7"	""	""	""	""	""	""	""	""	""	"3"	"5"	""	""	""	"10"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14259"	"37672"	"NDAR_INVZU597CCY"	"HCA7881598"	"871"	"04/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14263"	"37672"	"NDAR_INVAP577JFX"	"HCA7376686"	"948"	"04/01/2018"	"F"	"2"	"English"	"Hebrew"	""	""	""	"English"	"Hebrew"	""	""	""	"80"	"20"	""	""	""	"100"	"10"	"90"	""	""	""	"100"	"2.0"	"3.0"	"6.0"	"7.0"	"20.0"	"25.0"	"20.0"	"25.0"	""	""	""	""	""	""	""	""	""	""	""	""	"9"	"9"	"9"	"9"	"9"	"7"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"0"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14378"	"37672"	"NDAR_INVXP439XU9"	"HCA9707289"	"663"	"10/01/2017"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14436"	"37672"	"NDAR_INVZL704GLC"	"HCA6476584"	"853"	"07/01/2018"	"M"	"2"	"English"	"German"	""	""	""	"English"	"German"	""	""	""	"95"	"5"	""	""	""	"100"	"98"	"2"	""	""	""	"100"	"1.0"	"4.0"	"7.0"	"12.0"	"22.0"	"24.0"	"24.0"	"25.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"3"	"3"	"3"	""	""	""	""	""	""	""	""	""	"0"	"5"	""	""	""	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14473"	"37672"	"NDAR_INVBF263RTC"	"HCA9943504"	"742"	"04/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14583"	"37672"	"NDAR_INVDK754TBL"	"HCA9787415"	"944"	"10/01/2018"	"F"	"2"	"English"	"French"	""	""	""	"English"	"French"	""	""	""	"100"	"0"	""	""	""	"100"	"100"	"0"	""	""	""	"100"	"2.0"	"5.0"	"4.0"	"5.0"	"14.0"	"999.0"	"15.0"	"999.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"3"	"3"	"3"	""	""	""	""	""	""	""	""	""	"0"	"10"	""	""	""	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14596"	"37672"	"NDAR_INVBV833NVD"	"HCA6691992"	"996"	"10/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14842"	"37672"	"NDAR_INVYL994VVY"	"HCA7655892"	"1038"	"07/01/2019"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14864"	"37672"	"NDAR_INVER011ULF"	"HCA7581081"	"516"	"04/01/2018"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14178"	"37672"	"NDAR_INVTJ658LVY"	"HCA7103651"	"1076"	"04/01/2019"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14209"	"37672"	"NDAR_INVWW526RPQ"	"HCA7222558"	"503"	"07/01/2017"	"F"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14233"	"37672"	"NDAR_INVRL071AYN"	"HCA8251368"	"509"	"10/01/2017"	"F"	"2"	"Spanish"	"English"	""	""	""	"Spanish"	"English"	""	""	""	"70"	"30"	""	""	""	"100"	"50"	"50"	""	""	""	"100"	"1.0"	"3.0"	"7.0"	"7.0"	"12.0"	"999.0"	"12.0"	"14.0"	""	""	""	""	""	""	""	""	""	""	""	""	"10"	"10"	"10"	"5"	"7"	"8"	""	""	""	""	""	""	""	""	""	"0"	"4"	""	""	""	"0"	"5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14275"	"37672"	"NDAR_INVWA526GKK"	"HCA8711477"	"621"	"07/01/2018"	"M"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14349"	"37672"	"NDAR_INVWN017FVT"	"HCA6987206"	"484"	"07/01/2017"	"M"	"3"	"Swahili"	"Gogo"	"English"	""	""	"Swahili"	"Gogo"	"English"	""	""	"1"	"1"	"98"	""	""	"100"	"8"	"2"	"90"	""	""	"100"	"1.0"	"6.0"	"4.0"	"8.0"	"1.0"	"6.0"	"15.0"	"999.0"	"5.0"	"19.0"	"15.0"	"19.0"	""	""	""	""	""	""	""	""	"9"	"9"	"9"	"8"	"9"	"3"	"7"	"8"	"7"	""	""	""	""	""	""	"0"	"6"	"6"	""	""	"0"	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
"2847"	"14353"	"37672"	"NDAR_INVLU801LTJ"	"HCA9578406"	"441"	"07/01/2017"	"M"	"4"	"English"	"Portuguese"	"Italian"	"Spanish"	""	"English"	"Portuguese"	"Italian"	"Spanish"	""	"95"	"0"	"0"	"5"	""	"100"	"0"	"50"	"50"	"0"	""	"100"	"999.0"	"999.0"	"999.0"	"999.0"	"0.0"	"12.0"	"6.0"	"12.0"	"11.0"	"16.0"	"11.0"	"16.0"	"31.0"	"999.0"	"999.0"	"999.0"	""	""	""	""	"10"	"10"	"10"	"8"	"8"	"8"	"7"	"7"	"7"	"2"	"5"	"5"	""	""	""	"0"	"6"	"6"	"7"	""	"0"	"5"	"7"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"subject about self"	"HCP-A Mapping the Human Connectome During Typical Aging "
